,id,majorName,year,minScore,categoryID_id,collegeID_id,c1,c2
43,200279,经济学,2020,602,1,10270,经济学,经济学类
44,200290,经济学（中法合作）,2020,589,1,10270,经济学,经济学类
45,200302,经济学（中美合作）,2020,590,1,10270,经济学,经济学类
46,200315,历史学（师范）,2020,599,1,10270,历史学,历史学类
47,200329,旅游管理类,2020,598,1,10270,管理学,旅游管理类
48,200344,人力资源管理,2020,600,1,10270,管理学,工商管理类
49,200360,日语,2020,598,1,10270,文学,外国语言文学类
50,200377,社会工作,2020,599,1,10270,法学,社会学类
51,200395,世界史,2020,601,1,10270,历史学,历史学类
52,200414,思想政治教育,2020,598,1,10270,法学,马克思主义理论类
53,200434,文化产业管理,2020,598,1,10270,管理学,工商管理类
54,200455,小学教育,2020,604,1,10270,教育学,教育学类
55,200477,新闻传播学类,2020,602,1,10270,文学,新闻传播学类
56,200500,英语,2020,600,1,10270,文学,外国语言文学类
57,200524,英语（师范）,2020,601,1,10270,文学,外国语言文学类
58,200549,园艺（中荷合作）,2020,589,1,10270,农学,植物生产类
59,200575,哲学,2020,599,1,10270,哲学,哲学类
60,200602,地理科学类,2020,609,2,10270,理学,地理科学类
61,200630,电子信息工程（中美合作）,2020,604,2,10270,工学,电子信息类
62,200659,电子信息类,2020,612,2,10270,工学,电子信息类
63,200689,工程管理,2020,609,2,10270,管理学,管理科学与工程类
64,200720,工商管理类,2020,613,2,10270,管理学,工商管理类
65,200752,化学（师范）,2020,618,2,10270,理学,化学类
66,200785,化学类,2020,613,2,10270,理学,化学类
67,200819,环境工程,2020,609,2,10270,工学,环境科学与工程类
68,200854,机械设计制造及其自动化（中美合作）,2020,602,2,10270,工学,机械类
69,200890,计算机科学与技术（师范）,2020,616,2,10270,工学,计算机类
70,200927,计算机科学与技术（中法合作）,2020,603,2,10270,工学,计算机类
71,200965,金融学类,2020,615,2,10270,经济学,金融学类
72,201004,科学教育,2020,620,2,10270,教育学,教育学类
73,201044,旅游管理类,2020,609,2,10270,管理学,旅游管理类
74,201085,汽车服务工程（中德合作）,2020,597,2,10270,工学,机械类
75,201127,生物科学类,2020,615,2,10270,理学,生物科学类
76,201170,食品安全与检测,2020,612,2,10270,工学,食品科学与工程类
77,201214,数学类,2020,619,2,10270,理学,数学类
78,201259,数学与应用数学（数学金融AI实验班）,2020,617,2,10270,理学,数学类
79,201305,土木工程（道桥工程）,2020,611,2,10270,工学,土木类
80,201352,土木工程（中英合作）,2020,598,2,10270,工学,土木类
81,201400,物理学,2020,618,2,10270,理学,物理学类
82,201449,园艺（中荷合作）,2020,596,2,10270,农学,植物生产类
83,201499,金融学类（经济管理类）,2020,657,2,10533,经济学,金融学类
84,201550,建筑类（城筑城规类）,2020,645,2,10533,工学,建筑类
85,201602,数学类（数学物理类）,2020,656,2,10533,理学,数学类
86,201655,化工与制药类（化学生物环境类）,2020,621,2,10533,工学,化工与制药类
87,201709,材料类（冶金材料类）,2020,639,2,10533,工学,材料类
88,201764,土木类（土木安全类）,2020,617,2,10533,工学,土木类
89,201820,交通运输类,2020,611,2,10533,工学,交通运输类
90,201877,机械类,2020,640,2,10533,工学,机械类
91,201935,能源动力类（能源类）,2020,652,2,10533,工学,能源动力类
92,201994,电子信息类,2020,658,2,10533,工学,电子信息类
93,202054,自动化类（自动化与电气类）,2020,654,2,10533,工学,"自动化类,电气类"
94,202115,计算机类（计算机通信类）,2020,661,2,10533,工学,计算机类
95,202177,航空航天类,2020,659,2,10533,工学,航空航天类
96,202240,软件工程,2020,658,2,10533,工学,计算机类
97,202304,临床医学（八年制）,2020,679,2,10533,医学,临床医学类
98,202369,口腔医学（5+3）,2020,664,2,10533,医学,口腔医学类
99,202435,临床医学类（临床及口腔五年制医学类）,2020,662,2,10533,医学,临床医学类
100,202502,公共卫生与预防医学类（非临床五年制医学类）,2020,616,2,10533,医学,公共卫生与预防医学类
101,202570,医学技术类（医学四年类）,2020,636,2,10533,医学,医学技术类
102,202639,金融学类（经济管理类）,2020,628,1,10533,经济学,金融学类
103,202709,法学类,2020,630,1,10533,法学,法学类
104,202780,中国语言文学类,2020,627,1,10533,文学,中国语言文学类
105,202852,外国语言文学类,2020,627,1,10533,文学,外国语言文学类
106,203074,安全工程,2020,629,2,10491,工学,安全科学与工程类
107,203150,宝石及材料工艺学,2020,631,2,10491,工学,材料类
108,203227,材料类,2020,630,2,10491,工学,材料类
109,203305,测绘类,2020,629,2,10491,工学,测绘类
110,203384,大气科学,2020,628,2,10491,理学,大气科学类
111,203464,地理科学类,2020,633,2,10491,理学,地理科学类
112,203545,地球物理学类(地球物理与信息类),2020,631,2,10491,理学,地球物理学类
113,203627,地球物理学类(菁英班),2020,633,2,10491,理学,地球物理学类
114,203710,地质类,2020,629,2,10491,工学,地质类
115,203794,地质类(资源能源),2020,629,2,10491,工学,地质类
116,203879,地质学类(含国家理科基地班),2020,629,2,10491,理学,地质学类
117,203965,地质学类(菁英班),2020,636,2,10491,理学,地质学类
118,204052,电子信息类,2020,635,2,10491,工学,电子信息类
119,204140,工商管理类,2020,630,2,10491,管理学,工商管理类
120,204229,管理科学与工程类,2020,630,2,10491,管理学,管理科学与工程类
121,204319,广播电视学,2020,632,2,10491,文学,新闻传播学类
122,204410,环境科学与工程类(环境地球科学类),2020,628,2,10491,工学,环境科学与工程类
123,204502,机械类,2020,628,2,10491,工学,机械类
124,204595,计算机类,2020,636,2,10491,工学,计算机类
125,204689,经济学类,2020,635,2,10491,经济学,经济学类
126,204784,勘查技术与工程(勘查地球物理方向),2020,629,2,10491,工学,地质类
127,204880,数学类,2020,629,2,10491,理学,数学类
128,204977,统计学,2020,629,2,10491,理学,统计学类
129,205075,土木类,2020,631,2,10491,工学,土木类
130,205174,物理学,2020,632,2,10491,理学,物理学类
131,205274,英语,2020,632,2,10491,文学,外国语言文学类
132,205375,应用化学,2020,630,2,10491,理学,化学类
133,205477,自动化类,2020,628,2,10491,工学,自动化类
134,205580,法学,2020,616,1,10491,法学,法学类
135,205684,工商管理类,2020,612,1,10491,管理学,工商管理类
136,205789,公共管理类,2020,611,1,10491,管理学,公共管理类
137,205895,广播电视学,2020,611,1,10491,文学,新闻传播学类
138,206002,思想政治教育,2020,616,1,10491,法学,马克思主义理论类
139,206110,英语,2020,611,1,10491,文学,外国语言文学类
140,206219,机械类(创新班),2020,667,2,10561,工学,机械类
141,206329,信息工程(创新班),2020,666,2,10561,工学,电子信息类
142,206440,计算机类,2020,666,2,10561,工学,计算机类
143,206552,经济学(创新班),2020,666,2,10561,经济学,经济学类
144,206665,电气工程及其自动化(卓越班),2020,665,2,10561,工学,电气类
145,206779,计算机科学与技术(全英创新班),2020,665,2,10561,工学,计算机类
146,206894,软件工程(卓越班),2020,665,2,10561,工学,计算机类
147,207010,自动化类,2020,665,2,10561,工学,自动化类
148,207127,信息工程,2020,664,2,10561,工学,电子信息类
149,207245,城乡规划,2020,664,2,10561,工学,建筑类
150,207364,建筑学,2020,664,2,10561,工学,建筑类
151,207484,软件工程,2020,664,2,10561,工学,计算机类
152,207605,数学类,2020,664,2,10561,理学,数学类
153,207727,微电子科学与工程,2020,664,2,10561,工学,电子信息类
154,207850,机器人工程,2020,664,2,10561,工学,自动化类
155,207974,智能制造工程,2020,664,2,10561,工学,机械类
156,208099,风景园林,2020,663,2,10561,工学,建筑类
157,208225,工程力学(创新班),2020,663,2,10561,工学,力学类
158,208352,材料类,2020,662,2,10561,工学,材料类
159,208480,电气类,2020,662,2,10561,工学,电气类
160,208609,分子科学与工程,2020,662,2,10561,理学,化学类
161,208739,土木工程(卓越全英班),2020,662,2,10561,工学,土木类
162,208870,机械工程(卓越双语班),2020,661,2,10561,工学,机械类
163,209002,机械类,2020,661,2,10561,工学,机械类
164,209135,经济学类,2020,661,2,10561,经济学,经济学类
165,209269,物理学类,2020,661,2,10561,理学,物理学类
166,209404,应用物理学(严济慈英才班),2020,661,2,10561,理学,物理学类
167,209540,会计学,2020,660,2,10561,管理学,工商管理类
168,209677,环境科学与工程类,2020,660,2,10561,工学,环境科学与工程类
169,209815,工业设计,2020,660,2,10561,工学,机械类
170,209954,生物医学工程,2020,660,2,10561,工学,生物医学工程类
171,210094,工商管理(全英班),2020,659,2,10561,管理学,工商管理类
172,210235,工商管理类,2020,659,2,10561,管理学,工商管理类
173,210377,轻工类,2020,659,2,10561,工学,轻工类
174,210520,土木类,2020,659,2,10561,工学,土木类
175,210664,新闻传播学类,2020,659,2,10561,文学,新闻传播学类
176,210809,临床医学,2020,659,2,10561,医学,临床医学类
177,210955,食品科学与工程类,2020,658,2,10561,工学,食品科学与工程类
178,211102,电气工程及其自动化(3加2中澳班),2020,657,2,10561,工学,电气类
179,211250,化工与制药类,2020,657,2,10561,工学,化工与制药类
180,211399,生物科学类,2020,657,2,10561,理学,生物科学类
181,211549,交通运输类,2020,657,2,10561,工学,交通运输类
182,211700,经济学(创新班),2020,630,1,10561,经济学,经济学类
183,211852,经济学类,2020,628,1,10561,经济学,经济学类
184,212005,法学(卓越法律班),2020,627,1,10561,法学,法学类
185,212159,工商管理类,2020,625,1,10561,管理学,工商管理类
186,212314,法学类,2020,624,1,10561,法学,法学类
187,212470,行政管理,2020,623,1,10561,管理学,公共管理类
188,212627,旅游管理类,2020,623,1,10561,管理学,旅游管理类
189,212785,日语,2020,623,1,10561,文学,外国语言文学类
190,212944,新闻传播学类,2020,623,1,10561,文学,新闻传播学类
191,213104,汉语言文学（基地班）,2020,630,1,10610,文学,中国语言文学类
192,213265,马克思主义理论,2020,626,1,10610,法学,马克思主义理论类
193,213427,化学类,2020,659,2,10610,理学,化学类
194,213590,物理学类,2020,662,2,10610,理学,物理学类
195,213754,土木工程,2020,660,2,10610,工学,土木类
196,213919,公共管理类,2020,659,2,10610,管理学,公共管理类
197,214085,电气工程及其自动化,2020,663,2,10610,工学,电气类
198,214252,哲学,2020,661,2,10610,哲学,哲学类
199,214420,药学,2020,659,2,10610,医学,药学类
200,214589,经济学类,2020,633,1,10610,经济学,经济学类
201,214759,土木工程,2020,660,2,10610,工学,土木类
202,214930,医学技术类,2020,662,2,10610,医学,医学技术类
203,215102,高分子材料与工程,2020,660,2,10610,工学,材料类
204,215275,工商管理类,2020,660,2,10610,管理学,工商管理类
205,215449,微电子科学与工程,2020,664,2,10610,工学,电子信息类
206,215624,旅游管理类,2020,632,1,10610,管理学,旅游管理类
207,215800,工科试验班（生物质加工利用工程）,2020,660,2,10610,工学,生物工程类
208,215977,生物科学类,2020,661,2,10610,理学,生物科学类
209,216155,工科试验班（机械及其自动化）,2020,662,2,10610,工学,机械类
210,216334,新闻传播学类,2020,633,1,10610,文学,新闻传播学类
211,216514,建筑学,2020,660,2,10610,工学,建筑类
212,216695,生物医学工程,2020,661,2,10610,工学,生物医学工程类
213,216877,电子信息类,2020,664,2,10610,工学,电子信息类
214,217060,工科试验班(动力装备与安全),2020,661,2,10610,工学,能源动力类
215,217244,自动化,2020,663,2,10610,工学,自动化类
216,217429,中国语言文学类,2020,660,2,10610,文学,中国语言文学类
217,217615,工科试验班（水利、能源动力与城市地下空间）,2020,659,2,10610,工学,水利类
218,217802,生物科学（计算生物学双学士学位）,2020,660,2,10610,理学,生物科学类
219,217990,核工程与核技术,2020,659,2,10610,工学,核工程类
220,218179,材料类,2020,659,2,10610,工学,材料类
221,218369,会计学(ACCA方向),2020,632,1,10610,管理学,工商管理类
222,218560,法学,2020,636,1,10610,法学,法学类
223,218752,卫生检验与检疫,2020,664,2,10610,医学,医学技术类
224,218945,软件工程,2020,665,2,10610,工学,计算机类
225,219139,计算机类,2020,665,2,10610,工学,计算机类
226,219334,数学类,2020,668,2,10610,理学,数学类
227,219530,预防医学,2020,670,2,10610,医学,公共卫生与预防医学类
228,219727,会计学(ACCA方向),2020,664,2,10610,管理学,工商管理类
229,219925,网络空间安全,2020,666,2,10610,工学,计算机类
230,220124,临床医学（八年制）,2020,686,2,10610,医学,临床医学类
231,220324,经济学类,2020,664,2,10610,经济学,经济学类
232,220525,口腔医学（五年制）,2020,683,2,10610,医学,口腔医学类
233,220727,法医学（法医学与法学双学士学位）,2020,669,2,10610,法学,法学类
234,220930,数学与应用数学（数学经济学双学士学位）,2020,665,2,10610,"理学,经济学","数学类,经济学类"
235,221134,临床医学（五年制）,2020,677,2,10610,医学,临床医学类
236,221339,金融学类,2020,666,2,10610,经济学,金融学类
237,221960,保险学,2020,651,2,10532,经济学,金融学类
238,222169,材料科学与工程,2020,651,2,10532,工学,材料类
239,222379,测控技术与仪器,2020,652,2,10532,工学,仪器类
240,222590,城乡规划,2020,650,2,10532,工学,建筑类
241,222802,电气工程及其自动化,2020,652,2,10532,工学,电气类
242,223015,电子科学与技术,2020,653,2,10532,工学,电子信息类
243,223229,电子商务,2020,650,2,10532,管理学,电子商务类
244,223444,电子信息工程,2020,652,2,10532,工学,电子信息类
245,223660,法学,2020,652,2,10532,法学,法学类
246,223877,给排水科学与工程,2020,651,2,10532,工学,土木类
247,224095,工商管理,2020,651,2,10532,管理学,工商管理类
248,224314,工业设计,2020,651,2,10532,工学,机械类
249,224534,国际经济与贸易,2020,652,2,10532,经济学,经济与贸易类
250,224755,国际经济与贸易（实验班）,2020,653,2,10532,经济学,经济与贸易类
251,224977,化学工程与工艺,2020,651,2,10532,工学,化工与制药类
252,225200,化学类,2020,652,2,10532,理学,化学类
253,225424,环境科学与工程类,2020,651,2,10532,工学,环境科学与工程类
254,225649,会计学,2020,652,2,10532,管理学,工商管理类
255,225875,机器人工程,2020,653,2,10532,工学,自动化类
256,226102,机械类,2020,651,2,10532,工学,机械类
257,226330,计算机科学与技术,2020,656,2,10532,工学,计算机类
258,226559,计算机科学与技术（拔尖实验班）,2020,659,2,10532,工学,计算机类
259,226789,计算机科学与技术（智能班）,2020,655,2,10532,工学,计算机类
260,227020,建筑环境与能源应用工程,2020,651,2,10532,工学,土木类
261,227252,建筑学,2020,654,2,10532,工学,建筑类
262,227485,金融学,2020,653,2,10532,经济学,金融学类
263,227719,精算学,2020,653,2,10532,经济学,金融学类
264,227954,经济学类,2020,653,2,10532,经济学,经济学类
265,228190,理科试验班,2020,654,2,10532,理学,
266,228427,能源与动力工程,2020,651,2,10532,工学,能源动力类
267,228665,软件工程,2020,653,2,10532,工学,计算机类
268,228904,生物技术,2020,651,2,10532,理学,生物科学类
269,229144,生物医学工程,2020,650,2,10532,工学,生物医学工程类
270,229385,数学类,2020,653,2,10532,理学,数学类
271,229627,通信工程,2020,652,2,10532,工学,电子信息类
272,229870,统计学类,2020,653,2,10532,理学,统计学类
273,230114,土木类,2020,650,2,10532,工学,土木类
274,230359,新闻传播学类,2020,651,2,10532,文学,新闻传播学类
275,230605,信息安全,2020,653,2,10532,工学,计算机类
276,230852,行政管理,2020,651,2,10532,管理学,公共管理类
277,231100,英语,2020,656,2,10532,文学,外国语言文学类
278,231349,应用物理学,2020,653,2,10532,理学,物理学类
279,231599,自动化,2020,652,2,10532,工学,自动化类
280,231850,英语,2020,624,1,10532,文学,外国语言文学类
281,232102,行政管理,2020,625,1,10532,管理学,公共管理类
282,232355,新闻传播学类,2020,625,1,10532,文学,新闻传播学类
283,232609,日语,2020,624,1,10532,文学,外国语言文学类
284,232864,人文科学试验班,2020,624,1,10532,"文学,哲学,历史学",
285,233120,经济学类,2020,626,1,10532,经济学,经济学类
286,233377,金融学,2020,628,1,10532,经济学,金融学类
287,233635,会计学,2020,629,1,10532,管理学,工商管理类
288,233894,汉语言文学,2020,625,1,10532,文学,中国语言文学类
289,234154,国际经济与贸易,2020,628,1,10532,经济学,经济与贸易类
290,234415,工商管理,2020,625,1,10532,管理学,工商管理类
291,234677,法学,2020,626,1,10532,法学,法学类
292,234940,体育教育(中外合作办学),2020,428,2,10542,教育学,体育学类
293,235204,法学,2020,630,2,10542,法学,法学类
294,235469,知识产权,2020,630,2,10542,法学,法学类
295,235735,化学,2020,627,2,10542,理学,化学类
296,236002,化学工程与工艺,2020,624,2,10542,工学,化工与制药类
297,236270,制药工程,2020,624,2,10542,工学,化工与制药类
298,236539,数据科学与大数据技术,2020,626,2,10542,工学,计算机类
299,236809,统计学,2020,626,2,10542,理学,统计学类
300,237080,信息与计算科学,2020,627,2,10542,理学,数学类
301,237352,人工智能,2020,627,2,10542,工学,电子信息类
302,237625,计算机科学与技术,2020,630,2,10542,工学,计算机类
303,237899,物联网工程,2020,627,2,10542,工学,计算机类
304,238174,物理学类,2020,624,2,10542,理学,物理学类
305,238450,电子信息科学与技术,2020,626,2,10542,工学,电子信息类
306,238727,地理科学,2020,626,2,10542,理学,地理科学类
307,239005,土地资源管理,2020,624,2,10542,管理学,公共管理类
308,239284,工商管理,2020,623,2,10542,管理学,工商管理类
309,239845,体育教育(中外合作办学),2020,451,1,10542,教育学,体育学类
310,240127,心理学,2020,611,1,10542,理学,心理学类
311,240410,法学,2020,614,1,10542,法学,法学类
312,240694,思想政治教育,2020,612,1,10542,法学,马克思主义理论类
313,240979,历史学,2020,611,1,10542,历史学,历史学类
314,241265,汉语言文学,2020,613,1,10542,文学,中国语言文学类
315,241552,新闻学,2020,612,1,10542,文学,新闻传播学类
316,241840,编辑出版学,2020,611,1,10542,文学,新闻传播学类
317,242419,生物科学类（含生物科学、生物技术专业）,2020,583,2,10389,理学,生物科学类
318,242710,园林,2020,562,2,10389,农学,林学类
319,243002,园艺,2020,562,2,10389,农学,植物生产类
320,243295,风景园林,2020,598,2,10389,工学,建筑类
321,243589,生物科学类（含生物科学、生物技术专业）,2020,588,2,10389,理学,生物科学类
322,243884,食品科学与工程,2020,566,2,10389,工学,食品科学与工程类
323,244180,农业经济管理类（含农林经济管理、农村区域发展专业）,2020,554,1,10389,管理学,农业经济管理类
324,244477,茶学,2020,528,2,10389,农学,植物生产类
325,244775,蜂学,2020,535,2,10389,农学,动物生产类
326,245074,林学类（含林学、森林保护、水土保持与荒漠化防治专业）,2020,537,2,10389,农学,"自然保护与环境生态类,林学类"
327,245374,生态学,2020,537,2,10389,理学,生物科学类
328,245675,动物科学,2020,534,2,10389,农学,动物生产类
329,245977,管理科学,2020,535,2,10389,管理学,管理科学与工程类
330,246280,交通工程,2020,541,2,10389,工学,交通运输类
331,246584,植物保护,2020,536,2,10389,农学,植物生产类
332,246889,商务经济学,2020,544,2,10389,经济学,经济学类
333,247195,生物信息学,2020,545,2,10389,理学,生物科学类
334,247502,水产养殖学,2020,534,2,10389,农学,水产类
335,247810,化学工程与工艺,2020,542,2,10389,工学,化工与制药类
336,248119,植物科学与技术,2020,534,2,10389,农学,植物生产类
337,248429,设施农业科学与工程,2020,535,2,10389,农学,植物生产类
338,248740,自然地理与资源环境,2020,534,2,10389,理学,地理科学类
339,249052,茶学,2020,538,1,10389,农学,植物生产类
340,249365,商务经济学,2020,548,1,10389,经济学,经济学类
341,249679,园艺（中加合作班）,2020,529,2,10389,农学,植物生产类
342,249994,风景园林（中加合作班）,2020,540,2,10389,工学,建筑类
343,250310,农业资源与环境（中加合作班）,2020,523,2,10389,农学,自然保护与环境生态类
344,250627,园艺（中加合作班）,2020,540,1,10389,农学,植物生产类
345,250945,风景园林（中加合作班）,2020,545,1,10389,工学,建筑类
346,251264,农业资源与环境（中加合作班）,2020,541,1,10389,农学,自然保护与环境生态类
347,251584,工商管理类,2020,639,2,10613,管理学,工商管理类
348,251905,公共事业管理,2020,640,2,10613,管理学,公共管理类
349,252227,经济与贸易类,2020,640,2,10613,经济学,经济与贸易类
350,252550,法学,2020,614,1,10613,法学,法学类
351,252874,公共事业管理,2020,613,1,10613,管理学,公共管理类
352,253199,材料类,2020,640,2,10613,工学,材料类
353,253525,测绘类,2020,640,2,10613,工学,测绘类
354,253852,车辆工程,2020,642,2,10613,工学,机械类
355,254180,地质工程,2020,639,2,10613,工学,地质类
356,254509,电气工程及其自动化,2020,645,2,10613,工学,电气类
357,254839,电子信息工程,2020,647,2,10613,工学,电子信息类
358,255170,电子信息科学与技术,2020,644,2,10613,工学,电子信息类
359,255502,电子信息类,2020,647,2,10613,工学,电子信息类
360,255835,飞行器设计与工程,2020,642,2,10613,工学,航空航天类
361,256169,工程力学,2020,640,2,10613,工学,力学类
362,256504,轨道交通信号与控制,2020,646,2,10613,工学,自动化类
363,256840,环境科学与工程类,2020,640,2,10613,工学,环境科学与工程类
364,257177,机械类,2020,643,2,10613,工学,机械类
365,257515,计算机类,2020,650,2,10613,工学,计算机类
366,257854,建筑类,2020,644,2,10613,工学,建筑类
367,258194,建筑学,2020,647,2,10613,工学,建筑类
368,258535,交通运输类,2020,650,2,10613,工学,交通运输类
369,258877,能源动力类,2020,642,2,10613,工学,能源动力类
370,259220,人工智能,2020,644,2,10613,工学,电子信息类
371,259564,生物工程,2020,643,2,10613,工学,生物工程类
372,259909,生物医学工程,2020,639,2,10613,工学,生物医学工程类
373,260255,数据科学与大数据技术,2020,645,2,10613,工学,计算机类
374,260602,数学与应用数学,2020,643,2,10613,理学,数学类
375,260950,铁道工程,2020,641,2,10613,工学,土木类
376,261299,通信工程,2020,647,2,10613,工学,电子信息类
377,261649,统计学,2020,641,2,10613,理学,统计学类
378,262000,土木工程,2020,639,2,10613,工学,土木类
379,262352,物流管理与工程类,2020,639,2,10613,管理学,物流管理与工程类
380,262705,应用物理学,2020,641,2,10613,理学,物理学类
381,263059,应用心理学,2020,640,2,10613,理学,心理学类
382,263414,制药工程,2020,640,2,10613,工学,化工与制药类
383,263770,资源勘查工程,2020,642,2,10613,工学,地质类
384,264127,汉语国际教育,2020,611,1,10613,文学,中国语言文学类
385,264485,汉语言文学,2020,614,1,10613,文学,中国语言文学类
386,264844,外国语言文学类,2020,610,1,10613,文学,外国语言文学类
387,265204,新闻传播学类,2020,612,1,10613,文学,新闻传播学类
388,265565,风景园林,2020,628,2,10359,工学,建筑类
389,265927,土木类（智慧城市）,2020,628,2,10359,工学,土木类
390,266290,工商管理,2020,628,2,10359,管理学,工商管理类
391,266654,环境工程,2020,628,2,10359,工学,环境科学与工程类
392,267019,城乡规划,2020,628,2,10359,工学,建筑类
393,267385,市场营销,2020,628,2,10359,管理学,工商管理类
394,267752,化学工程与工艺,2020,629,2,10359,工学,化工与制药类
395,268120,应用化学,2020,629,2,10359,理学,化学类
396,268489,统计学,2020,629,2,10359,理学,统计学类
397,268859,工业设计,2020,629,2,10359,工学,机械类
398,269230,食品科学与工程类,2020,629,2,10359,工学,食品科学与工程类
399,269602,工业工程,2020,629,2,10359,管理学,工业工程类
400,269975,材料物理,2020,629,2,10359,工学,材料类
401,270349,地质类,2020,629,2,10359,工学,地质类
402,270724,材料成型及控制工程,2020,630,2,10359,工学,机械类
403,271100,高分子材料与工程,2020,630,2,10359,工学,材料类
404,271477,交通运输,2020,630,2,10359,工学,交通运输类
405,271855,车辆工程,2020,631,2,10359,工学,机械类
406,272234,应用物理学,2020,631,2,10359,理学,物理学类
407,272614,交通工程,2020,631,2,10359,工学,交通运输类
408,272995,仪器类（智能感知）,2020,631,2,10359,工学,仪器类
409,273377,材料类（先进材料与智能制造）,2020,631,2,10359,工学,材料类
410,273760,机械类（智能制造）,2020,632,2,10359,工学,机械类
411,274144,能源与动力工程,2020,632,2,10359,工学,能源动力类
412,274529,金融工程,2020,632,2,10359,经济学,金融学类
413,274915,会计学,2020,632,2,10359,管理学,工商管理类
414,275302,地质学,2020,632,2,10359,理学,地质学类
415,275690,经济学,2020,633,2,10359,经济学,经济学类
416,276079,信息与计算科学,2020,633,2,10359,理学,数学类
417,276469,建筑学,2020,633,2,10359,工学,建筑类
418,276860,地理信息科学,2020,633,2,10359,理学,地理科学类
419,277252,机器人工程,2020,634,2,10359,工学,自动化类
420,277645,数学与应用数学,2020,634,2,10359,理学,数学类
421,278039,信息管理与信息系统,2020,634,2,10359,管理学,管理科学与工程类
422,278434,新能源科学与工程,2020,634,2,10359,工学,能源动力类
423,278830,电子科学与技术,2020,635,2,10359,工学,电子信息类
424,279227,微电子科学与工程,2020,635,2,10359,工学,电子信息类
425,279625,自动化,2020,637,2,10359,工学,自动化类
426,280024,智能电网信息工程,2020,637,2,10359,工学,电气类
427,280424,电气工程及其自动化,2020,638,2,10359,工学,电气类
428,280825,大数据管理与应用,2020,638,2,10359,管理学,管理科学与工程类
429,281227,电子信息工程,2020,639,2,10359,工学,电子信息类
430,281630,通信工程,2020,642,2,10359,工学,电子信息类
431,282034,计算机科学与技术,2020,644,2,10359,工学,计算机类
432,282439,智能科学与技术,2020,644,2,10359,工学,计算机类
433,282845,思想政治教育,2020,601,1,10359,法学,马克思主义理论类
434,283252,英语,2020,601,1,10359,文学,外国语言文学类
