,id,majorName,year,minScore,categoryID_id,collegeID_id,c1,c2,college_loc,provinceLoc,cityLoc,adcode
826,485614,外国语言文学类,2020,622,2.0,10504,文学,外国语言文学类,湖北省武汉市,湖北省,武汉市,420100
827,486370,应用化学,2020,621,2.0,10504,理学,化学类,湖北省武汉市,湖北省,武汉市,420100
828,487127,机械类,2020,621,2.0,10504,工学,机械类,湖北省武汉市,湖北省,武汉市,420100
829,487885,机械类,2020,621,2.0,10504,工学,机械类,湖北省武汉市,湖北省,武汉市,420100
830,488644,工商管理类,2020,621,2.0,10504,管理学,工商管理类,湖北省武汉市,湖北省,武汉市,420100
831,489404,智慧农业,2020,620,2.0,10504,农学,植物生产类,湖北省武汉市,湖北省,武汉市,420100
832,490165,环境科学与工程类,2020,620,2.0,10504,工学,环境科学与工程类,湖北省武汉市,湖北省,武汉市,420100
833,490927,广告学,2020,619,2.0,10504,文学,新闻传播学类,湖北省武汉市,湖北省,武汉市,420100
834,491690,管理科学与工程类,2020,619,2.0,10504,管理学,管理科学与工程类,湖北省武汉市,湖北省,武汉市,420100
835,492454,茶学,2020,618,2.0,10504,农学,植物生产类,湖北省武汉市,湖北省,武汉市,420100
836,493219,园艺,2020,617,2.0,10504,农学,植物生产类,湖北省武汉市,湖北省,武汉市,420100
837,493985,地理信息科学,2020,617,2.0,10504,理学,地理科学类,湖北省武汉市,湖北省,武汉市,420100
838,494752,农业工程类,2020,617,2.0,10504,工学,农业工程类,湖北省武汉市,湖北省,武汉市,420100
839,495520,食品科学与工程类,2020,617,2.0,10504,工学,食品科学与工程类,湖北省武汉市,湖北省,武汉市,420100
840,496289,公共管理类,2020,617,2.0,10504,管理学,公共管理类,湖北省武汉市,湖北省,武汉市,420100
841,497059,园林,2020,616,2.0,10504,农学,林学类,湖北省武汉市,湖北省,武汉市,420100
842,497830,设施农业科学与工程,2020,616,2.0,10504,农学,植物生产类,湖北省武汉市,湖北省,武汉市,420100
843,498602,社会学类,2020,616,2.0,10504,法学,社会学类,湖北省武汉市,湖北省,武汉市,420100
844,499375,林学,2020,615,2.0,10504,农学,林学类,湖北省武汉市,湖北省,武汉市,420100
845,500149,动物科学,2020,615,2.0,10504,农学,动物生产类,湖北省武汉市,湖北省,武汉市,420100
846,500924,植物生产类,2020,615,2.0,10504,农学,植物生产类,湖北省武汉市,湖北省,武汉市,420100
847,501700,水产类,2020,615,2.0,10504,农学,水产类,湖北省武汉市,湖北省,武汉市,420100
848,502477,市场营销,2020,599,2.0,10504,管理学,工商管理类,湖北省武汉市,湖北省,武汉市,420100
849,503255,经济学类,2020,612,1.0,10504,经济学,经济学类,湖北省武汉市,湖北省,武汉市,420100
850,504034,社会学类,2020,607,1.0,10504,法学,社会学类,湖北省武汉市,湖北省,武汉市,420100
851,504814,广告学,2020,606,1.0,10504,文学,新闻传播学类,湖北省武汉市,湖北省,武汉市,420100
852,505595,工商管理类,2020,605,1.0,10504,管理学,工商管理类,湖北省武汉市,湖北省,武汉市,420100
853,506377,公共管理类,2020,604,1.0,10504,管理学,公共管理类,湖北省武汉市,湖北省,武汉市,420100
854,507160,外国语言文学类,2020,603,1.0,10504,文学,外国语言文学类,湖北省武汉市,湖北省,武汉市,420100
855,507944,市场营销,2020,557,1.0,10504,管理学,工商管理类,湖北省武汉市,湖北省,武汉市,420100
856,508729,计算机类,2020,625,2.0,10657,工学,计算机类,贵州省贵阳市,贵州省,贵阳市,520100
857,509515,机械设计制造及其自动化,2020,623,2.0,10657,工学,机械类,贵州省贵阳市,贵州省,贵阳市,520100
858,510302,电子信息类,2020,623,2.0,10657,工学,电子信息类,贵州省贵阳市,贵州省,贵阳市,520100
859,511090,电气类,2020,622,2.0,10657,工学,电气类,贵州省贵阳市,贵州省,贵阳市,520100
860,511879,电气类,2020,622,2.0,10657,工学,电气类,贵州省贵阳市,贵州省,贵阳市,520100
861,512669,土木类,2020,621,2.0,10657,工学,土木类,贵州省贵阳市,贵州省,贵阳市,520100
862,513460,测绘工程,2020,621,2.0,10657,工学,测绘类,贵州省贵阳市,贵州省,贵阳市,520100
863,514252,材料类,2020,620,2.0,10657,工学,材料类,贵州省贵阳市,贵州省,贵阳市,520100
864,515045,冶金工程,2020,620,2.0,10657,工学,材料类,贵州省贵阳市,贵州省,贵阳市,520100
865,515839,农业机械化及其自动化,2020,620,2.0,10657,工学,农业工程类,贵州省贵阳市,贵州省,贵阳市,520100
866,516634,安全工程,2020,620,2.0,10657,工学,安全科学与工程类,贵州省贵阳市,贵州省,贵阳市,520100
867,517430,生物科学类,2020,619,2.0,10657,理学,生物科学类,贵州省贵阳市,贵州省,贵阳市,520100
868,518227,地质类,2020,619,2.0,10657,工学,地质类,贵州省贵阳市,贵州省,贵阳市,520100
869,519025,食品科学与工程类,2020,619,2.0,10657,工学,食品科学与工程类,贵州省贵阳市,贵州省,贵阳市,520100
870,519824,植物生产类,2020,619,2.0,10657,农学,植物生产类,贵州省贵阳市,贵州省,贵阳市,520100
871,520624,农业资源与环境,2020,619,2.0,10657,农学,自然保护与环境生态类,贵州省贵阳市,贵州省,贵阳市,520100
872,521425,林学类,2020,619,2.0,10657,农学,林学类,贵州省贵阳市,贵州省,贵阳市,520100
873,522227,工程管理,2020,619,2.0,10657,管理学,管理科学与工程类,贵州省贵阳市,贵州省,贵阳市,520100
874,523030,金融学,2020,576,2.0,10657,经济学,金融学类,贵州省贵阳市,贵州省,贵阳市,520100
875,523834,英语,2020,575,2.0,10657,文学,外国语言文学类,贵州省贵阳市,贵州省,贵阳市,520100
876,524639,旅游管理,2020,571,2.0,10657,管理学,旅游管理类,贵州省贵阳市,贵州省,贵阳市,520100
877,525445,法学,2020,605,1.0,10657,法学,法学类,贵州省贵阳市,贵州省,贵阳市,520100
878,526252,工商管理类,2020,603,1.0,10657,管理学,工商管理类,贵州省贵阳市,贵州省,贵阳市,520100
879,527060,英语,2020,602,1.0,10657,文学,外国语言文学类,贵州省贵阳市,贵州省,贵阳市,520100
880,527869,经济与贸易类,2020,602,1.0,10657,经济学,经济与贸易类,贵州省贵阳市,贵州省,贵阳市,520100
881,528679,汉语言文学,2020,602,1.0,10657,文学,中国语言文学类,贵州省贵阳市,贵州省,贵阳市,520100
882,529490,财政学类,2020,602,1.0,10657,经济学,财政学类,贵州省贵阳市,贵州省,贵阳市,520100
883,530302,日语,2020,601,1.0,10657,文学,外国语言文学类,贵州省贵阳市,贵州省,贵阳市,520100
884,531115,旅游管理,2020,570,1.0,10657,管理学,旅游管理类,贵州省贵阳市,贵州省,贵阳市,520100
885,531929,金融学,2020,567,1.0,10657,经济学,金融学类,贵州省贵阳市,贵州省,贵阳市,520100
886,532744,英语,2020,566,1.0,10657,文学,外国语言文学类,贵州省贵阳市,贵州省,贵阳市,520100
887,533560,计算机类,2020,636,2.0,10336,工学,计算机类,浙江省杭州市,浙江省,杭州市,330100
888,534377,信息安全,2020,635,2.0,10336,工学,计算机类,浙江省杭州市,浙江省,杭州市,330100
889,535195,数学类,2020,635,2.0,10336,理学,数学类,浙江省杭州市,浙江省,杭州市,330100
890,536014,智能制造工程,2020,634,2.0,10336,工学,机械类,浙江省杭州市,浙江省,杭州市,330100
891,536834,通信工程,2020,632,2.0,10336,工学,电子信息类,浙江省杭州市,浙江省,杭州市,330100
892,537655,电子信息类,2020,632,2.0,10336,工学,电子信息类,浙江省杭州市,浙江省,杭州市,330100
893,538477,光电信息科学与工程,2020,630,2.0,10336,工学,电子信息类,浙江省杭州市,浙江省,杭州市,330100
894,539300,传播学,2020,629,2.0,10336,文学,新闻传播学类,浙江省杭州市,浙江省,杭州市,330100
895,540124,测控技术与仪器,2020,629,2.0,10336,工学,仪器类,浙江省杭州市,浙江省,杭州市,330100
896,540949,自动化,2020,629,2.0,10336,工学,自动化类,浙江省杭州市,浙江省,杭州市,330100
897,541775,电气工程及其自动化,2020,629,2.0,10336,工学,电气类,浙江省杭州市,浙江省,杭州市,330100
898,542602,医学信息工程,2020,629,2.0,10336,工学,电子信息类,浙江省杭州市,浙江省,杭州市,330100
899,543430,材料科学与工程,2020,629,2.0,10336,工学,材料类,浙江省杭州市,浙江省,杭州市,330100
900,544259,机械类,2020,628,2.0,10336,工学,机械类,浙江省杭州市,浙江省,杭州市,330100
901,545089,工业工程,2020,626,2.0,10336,管理学,工业工程类,浙江省杭州市,浙江省,杭州市,330100
902,545920,计算机科学与技术（中外合作办学）,2020,623,2.0,10336,工学,计算机类,浙江省杭州市,浙江省,杭州市,330100
903,546752,自动化（中外合作办学）,2020,621,2.0,10336,工学,自动化类,浙江省杭州市,浙江省,杭州市,330100
904,547585,财务管理,2020,594,1.0,10385,管理学,工商管理类,福建省泉州市,福建省,泉州市,350500
905,548419,法学,2020,594,1.0,10385,法学,法学类,福建省泉州市,福建省,泉州市,350500
906,549254,工商管理类,2020,594,1.0,10385,管理学,工商管理类,福建省泉州市,福建省,泉州市,350500
907,550090,公共管理类,2020,563,1.0,10385,管理学,公共管理类,福建省泉州市,福建省,泉州市,350500
908,550927,汉语国际教育,2020,564,1.0,10385,文学,中国语言文学类,福建省泉州市,福建省,泉州市,350500
909,551765,经济学类,2020,596,1.0,10385,经济学,经济学类,福建省泉州市,福建省,泉州市,350500
910,552604,社会学,2020,557,1.0,10385,法学,社会学类,福建省泉州市,福建省,泉州市,350500
911,553444,新闻传播学类,2020,582,1.0,10385,文学,新闻传播学类,福建省泉州市,福建省,泉州市,350500
912,554285,英语,2020,588,1.0,10385,文学,外国语言文学类,福建省泉州市,福建省,泉州市,350500
913,555127,中国语言文学类,2020,593,1.0,10385,文学,中国语言文学类,福建省泉州市,福建省,泉州市,350500
914,555970,车辆工程,2020,595,2.0,10385,工学,机械类,福建省泉州市,福建省,泉州市,350500
915,556814,城乡规划,2020,598,2.0,10385,工学,建筑类,福建省泉州市,福建省,泉州市,350500
916,557659,电气工程及其自动化,2020,599,2.0,10385,工学,电气类,福建省泉州市,福建省,泉州市,350500
917,558505,电子信息类,2020,602,2.0,10385,工学,电子信息类,福建省泉州市,福建省,泉州市,350500
918,559352,高分子材料与工程(拔尖人才试点班),2020,599,2.0,10385,工学,材料类,福建省泉州市,福建省,泉州市,350500
919,560200,给排水科学与工程,2020,594,2.0,10385,工学,土木类,福建省泉州市,福建省,泉州市,350500
920,561049,工商管理类,2020,595,2.0,10385,管理学,工商管理类,福建省泉州市,福建省,泉州市,350500
921,561899,工业设计,2020,597,2.0,10385,工学,机械类,福建省泉州市,福建省,泉州市,350500
922,562750,国际商务(全英文教学),2020,605,2.0,10385,管理学,工商管理类,福建省泉州市,福建省,泉州市,350500
923,563602,化工与制药类,2020,594,2.0,10385,工学,化工与制药类,福建省泉州市,福建省,泉州市,350500
924,564455,环境科学与工程类,2020,594,2.0,10385,工学,环境科学与工程类,福建省泉州市,福建省,泉州市,350500
925,565309,机械工程,2020,595,2.0,10385,工学,机械类,福建省泉州市,福建省,泉州市,350500
926,566164,计算机类,2020,605,2.0,10385,工学,计算机类,福建省泉州市,福建省,泉州市,350500
927,567020,建筑学,2020,614,2.0,10385,工学,建筑类,福建省泉州市,福建省,泉州市,350500
928,567877,金融学,2020,607,2.0,10385,经济学,金融学类,福建省泉州市,福建省,泉州市,350500
929,568735,经济学类,2020,598,2.0,10385,经济学,经济学类,福建省泉州市,福建省,泉州市,350500
930,569594,临床医学,2020,606,2.0,10385,医学,临床医学类,福建省泉州市,福建省,泉州市,350500
931,570454,人工智能,2020,606,2.0,10385,工学,电子信息类,福建省泉州市,福建省,泉州市,350500
932,571315,软件工程,2020,610,2.0,10385,工学,计算机类,福建省泉州市,福建省,泉州市,350500
933,572177,生物工程,2020,593,2.0,10385,工学,生物工程类,福建省泉州市,福建省,泉州市,350500
934,573040,材料类,2020,644,2.0,10730,工学,材料类,甘肃省兰州市,甘肃省,兰州市,620100
935,573904,草业科学(基地班),2020,644,2.0,10730,农学,草学类,甘肃省兰州市,甘肃省,兰州市,620100
936,574769,哲学,2020,643,2.0,10730,哲学,哲学类,甘肃省兰州市,甘肃省,兰州市,620100
937,575635,预防医学,2020,643,2.0,10730,医学,公共卫生与预防医学类,甘肃省兰州市,甘肃省,兰州市,620100
938,576502,应用物理学(原子核物理方向),2020,648,2.0,10730,理学,物理学类,甘肃省兰州市,甘肃省,兰州市,620100
939,577370,应用化学(放射化学方向),2020,643,2.0,10730,理学,化学类,甘肃省兰州市,甘肃省,兰州市,620100
940,578239,医学检验技术,2020,643,2.0,10730,医学,医学技术类,甘肃省兰州市,甘肃省,兰州市,620100
941,579109,药学,2020,643,2.0,10730,医学,药学类,甘肃省兰州市,甘肃省,兰州市,620100
942,579980,理学类,2020,646,2.0,10730,理学,,甘肃省兰州市,甘肃省,兰州市,620100
943,580852,土木工程,2020,647,2.0,10730,工学,土木类,甘肃省兰州市,甘肃省,兰州市,620100
944,581725,水利类,2020,644,2.0,10730,工学,水利类,甘肃省兰州市,甘肃省,兰州市,620100
945,582599,大气科学类,2020,644,2.0,10730,理学,大气科学类,甘肃省兰州市,甘肃省,兰州市,620100
946,583474,地理科学类,2020,644,2.0,10730,理学,地理科学类,甘肃省兰州市,甘肃省,兰州市,620100
947,584350,地质学类,2020,644,2.0,10730,理学,地质学类,甘肃省兰州市,甘肃省,兰州市,620100
948,585227,电子信息类,2020,648,2.0,10730,工学,电子信息类,甘肃省兰州市,甘肃省,兰州市,620100
949,586105,辐射防护与核安全,2020,643,2.0,10730,工学,核工程类,甘肃省兰州市,甘肃省,兰州市,620100
950,586984,工商管理类,2020,644,2.0,10730,管理学,工商管理类,甘肃省兰州市,甘肃省,兰州市,620100
951,587864,核化工与核燃料工程,2020,643,2.0,10730,工学,核工程类,甘肃省兰州市,甘肃省,兰州市,620100
952,588745,化学类,2020,644,2.0,10730,理学,化学类,甘肃省兰州市,甘肃省,兰州市,620100
953,589627,环境科学与工程类,2020,644,2.0,10730,工学,环境科学与工程类,甘肃省兰州市,甘肃省,兰州市,620100
954,590510,基础医学,2020,644,2.0,10730,医学,基础医学类,甘肃省兰州市,甘肃省,兰州市,620100
955,591394,计算机类,2020,648,2.0,10730,工学,计算机类,甘肃省兰州市,甘肃省,兰州市,620100
956,592279,经济学类,2020,647,2.0,10730,经济学,经济学类,甘肃省兰州市,甘肃省,兰州市,620100
957,593165,口腔医学,2020,645,2.0,10730,医学,口腔医学类,甘肃省兰州市,甘肃省,兰州市,620100
958,594052,理论与应用力学(基地班),2020,645,2.0,10730,工学,力学类,甘肃省兰州市,甘肃省,兰州市,620100
959,594940,临床药学,2020,644,2.0,10730,医学,药学类,甘肃省兰州市,甘肃省,兰州市,620100
960,595829,临床医学类,2020,645,2.0,10730,医学,临床医学类,甘肃省兰州市,甘肃省,兰州市,620100
961,596719,生物科学类,2020,644,2.0,10730,理学,生物科学类,甘肃省兰州市,甘肃省,兰州市,620100
962,597610,数学类,2020,648,2.0,10730,理学,数学类,甘肃省兰州市,甘肃省,兰州市,620100
963,598502,工商管理类,2020,620,1.0,10730,管理学,工商管理类,甘肃省兰州市,甘肃省,兰州市,620100
964,599395,英语,2020,619,1.0,10730,文学,外国语言文学类,甘肃省兰州市,甘肃省,兰州市,620100
965,600289,经济学类,2020,619,1.0,10730,经济学,经济学类,甘肃省兰州市,甘肃省,兰州市,620100
966,601184,法学,2020,620,1.0,10730,法学,法学类,甘肃省兰州市,甘肃省,兰州市,620100
967,602080,政治学类,2020,618,1.0,10730,法学,政治学类,甘肃省兰州市,甘肃省,兰州市,620100
968,602977,历史学类,2020,619,1.0,10730,历史学,历史学类,甘肃省兰州市,甘肃省,兰州市,620100
969,603875,新闻传播学类,2020,618,1.0,10730,文学,新闻传播学类,甘肃省兰州市,甘肃省,兰州市,620100
970,604774,汉语言文学,2020,620,1.0,10730,文学,中国语言文学类,甘肃省兰州市,甘肃省,兰州市,620100
971,605674,广告学,2020,618,1.0,10730,文学,新闻传播学类,甘肃省兰州市,甘肃省,兰州市,620100
972,606575,俄语,2020,618,1.0,10730,文学,外国语言文学类,甘肃省兰州市,甘肃省,兰州市,620100
973,607477,经济学类,2020,618,2.0,11065,经济学,经济学类,山东省青岛市,山东省,青岛市,370200
974,608380,计算机类,2020,611,2.0,11065,工学,计算机类,山东省青岛市,山东省,青岛市,370200
975,609284,药学,2020,610,2.0,11065,医学,药学类,山东省青岛市,山东省,青岛市,370200
976,610189,法语,2020,609,2.0,11065,文学,外国语言文学类,山东省青岛市,山东省,青岛市,370200
977,611095,机械工程,2020,609,2.0,11065,工学,机械类,山东省青岛市,山东省,青岛市,370200
978,612002,生物技术,2020,608,2.0,11065,理学,生物科学类,山东省青岛市,山东省,青岛市,370200
979,612910,西班牙语,2020,608,2.0,11065,文学,外国语言文学类,山东省青岛市,山东省,青岛市,370200
980,613819,临床医学,2020,607,2.0,11065,医学,临床医学类,山东省青岛市,山东省,青岛市,370200
981,614729,自动化,2020,606,2.0,11065,工学,自动化类,山东省青岛市,山东省,青岛市,370200
982,615640,电子信息类,2020,606,2.0,11065,工学,电子信息类,山东省青岛市,山东省,青岛市,370200
983,616552,电气工程及其自动化,2020,605,2.0,11065,工学,电气类,山东省青岛市,山东省,青岛市,370200
984,617465,光电信息科学与工程,2020,605,2.0,11065,工学,电子信息类,山东省青岛市,山东省,青岛市,370200
985,618379,食品科学与工程,2020,605,2.0,11065,工学,食品科学与工程类,山东省青岛市,山东省,青岛市,370200
986,619294,信息管理与信息系统,2020,605,2.0,11065,管理学,管理科学与工程类,山东省青岛市,山东省,青岛市,370200
987,620210,物流管理,2020,605,2.0,11065,管理学,物流管理与工程类,山东省青岛市,山东省,青岛市,370200
988,621127,应用物理学,2020,604,2.0,11065,理学,物理学类,山东省青岛市,山东省,青岛市,370200
989,622045,数学类,2020,603,2.0,11065,理学,数学类,山东省青岛市,山东省,青岛市,370200
990,622964,应用心理学,2020,603,2.0,11065,理学,心理学类,山东省青岛市,山东省,青岛市,370200
991,623884,化学工程与工艺,2020,603,2.0,11065,工学,化工与制药类,山东省青岛市,山东省,青岛市,370200
992,624805,材料类,2020,602,2.0,11065,工学,材料类,山东省青岛市,山东省,青岛市,370200
993,625727,能源与动力工程,2020,602,2.0,11065,工学,能源动力类,山东省青岛市,山东省,青岛市,370200
994,626650,能源与动力工程,2020,602,2.0,11065,工学,能源动力类,山东省青岛市,山东省,青岛市,370200
995,627574,新能源科学与工程,2020,602,2.0,11065,工学,能源动力类,山东省青岛市,山东省,青岛市,370200
996,628499,预防医学,2020,602,2.0,11065,医学,公共卫生与预防医学类,山东省青岛市,山东省,青岛市,370200
997,629425,应用化学,2020,601,2.0,11065,理学,化学类,山东省青岛市,山东省,青岛市,370200
998,630352,护理学,2020,601,2.0,11065,医学,护理学类,山东省青岛市,山东省,青岛市,370200
999,631280,标准化工程,2020,601,2.0,11065,管理学,工业工程类,山东省青岛市,山东省,青岛市,370200
1000,632209,微电子科学与工程,2020,601,2.0,11065,工学,电子信息类,山东省青岛市,山东省,青岛市,370200
1001,633139,纺织类,2020,600,2.0,11065,工学,纺织类,山东省青岛市,山东省,青岛市,370200
1002,634070,轻化工程,2020,600,2.0,11065,工学,轻工类,山东省青岛市,山东省,青岛市,370200
1003,635002,工商管理,2020,600,2.0,11065,管理学,工商管理类,山东省青岛市,山东省,青岛市,370200
1004,635935,环境科学与工程,2020,599,2.0,11065,工学,环境科学与工程类,山东省青岛市,山东省,青岛市,370200
1005,636869,汉语言文学,2020,600,1.0,11065,文学,中国语言文学类,山东省青岛市,山东省,青岛市,370200
1006,637804,新闻学,2020,596,1.0,11065,文学,新闻传播学类,山东省青岛市,山东省,青岛市,370200
1007,638740,法学,2020,594,1.0,11065,法学,法学类,山东省青岛市,山东省,青岛市,370200
1008,639677,法语,2020,594,1.0,11065,文学,外国语言文学类,山东省青岛市,山东省,青岛市,370200
1009,640615,金融学,2020,594,1.0,11065,经济学,金融学类,山东省青岛市,山东省,青岛市,370200
1010,641554,风景园林（成都校区）,2020,619,2.0,10626,工学,建筑类,四川省成都市,四川省,成都市,510100
1011,642494,计算机科学与技术（雅安校区）,2020,618,2.0,10626,工学,计算机类,四川省成都市,四川省,成都市,510100
1012,643435,电子科学与技术（雅安校区）,2020,616,2.0,10626,工学,电子信息类,四川省成都市,四川省,成都市,510100
1013,644377,人文地理与城乡规划（成都校区）,2020,615,2.0,10626,理学,地理科学类,四川省成都市,四川省,成都市,510100
1014,645320,物联网工程（雅安校区）,2020,615,2.0,10626,工学,计算机类,四川省成都市,四川省,成都市,510100
1015,646264,园林（成都校区）,2020,615,2.0,10626,农学,林学类,四川省成都市,四川省,成都市,510100
1016,647209,信息管理与信息系统（雅安校区）,2020,615,2.0,10626,管理学,管理科学与工程类,四川省成都市,四川省,成都市,510100
1017,648155,工商管理（成都校区）,2020,615,2.0,10626,管理学,工商管理类,四川省成都市,四川省,成都市,510100
1018,649102,电气工程及其自动化（雅安校区）,2020,614,2.0,10626,工学,电气类,四川省成都市,四川省,成都市,510100
1019,650050,信息与计算科学（雅安校区）,2020,613,2.0,10626,理学,数学类,四川省成都市,四川省,成都市,510100
1020,650999,土木工程（江堰校区）,2020,613,2.0,10626,工学,土木类,四川省成都市,四川省,成都市,510100
1021,651949,园艺（成都校区）,2020,613,2.0,10626,农学,植物生产类,四川省成都市,四川省,成都市,510100
1022,652900,应用化学（雅安校区）,2020,612,2.0,10626,理学,化学类,四川省成都市,四川省,成都市,510100
1023,653852,地理信息科学（成都校区）,2020,612,2.0,10626,理学,地理科学类,四川省成都市,四川省,成都市,510100
1024,654805,农业机械化及其自动化（雅安校区）,2020,612,2.0,10626,工学,农业工程类,四川省成都市,四川省,成都市,510100
1025,655759,农业机械化及其自动化（雅安校区）,2020,612,2.0,10626,工学,农业工程类,四川省成都市,四川省,成都市,510100
1026,656714,农学（成都校区）,2020,612,2.0,10626,农学,植物生产类,四川省成都市,四川省,成都市,510100
1027,657670,动物医学（成都校区）,2020,612,2.0,10626,农学,动物医学类,四川省成都市,四川省,成都市,510100
1028,658627,农林经济管理（成都校区）,2020,612,2.0,10626,管理学,农业经济管理类,四川省成都市,四川省,成都市,510100
1029,659585,广告学（雅安校区）,2020,611,2.0,10626,文学,新闻传播学类,四川省成都市,四川省,成都市,510100
1030,660544,广告学（雅安校区）	,2020,611,2.0,10626,文学,新闻传播学类,四川省成都市,四川省,成都市,510100
1031,661504,植物保护（成都校区）,2020,611,2.0,10626,农学,植物生产类,四川省成都市,四川省,成都市,510100
1032,662465,动物科学（成都校区）,2020,611,2.0,10626,农学,动物生产类,四川省成都市,四川省,成都市,510100
1033,663427,动物科学（成都校区）,2020,611,2.0,10626,农学,动物生产类,四川省成都市,四川省,成都市,510100
1034,664390,药学（成都校区）,2020,611,2.0,10626,医学,药学类,四川省成都市,四川省,成都市,510100
1035,665354,生物科学（雅安校区）,2020,610,2.0,10626,理学,生物科学类,四川省成都市,四川省,成都市,510100
1036,666319,水利水电工程（雅安校区）,2020,610,2.0,10626,工学,水利类,四川省成都市,四川省,成都市,510100
1037,667285,设施农业科学与工程（成都校区）,2020,610,2.0,10626,农学,植物生产类,四川省成都市,四川省,成都市,510100
1038,668252,茶学（成都校区）,2020,610,2.0,10626,农学,植物生产类,四川省成都市,四川省,成都市,510100
1039,669220,英语（雅安校区）,2020,609,2.0,10626,文学,外国语言文学类,四川省成都市,四川省,成都市,510100
1040,670189,农业水利工程（雅安校区）,2020,609,2.0,10626,工学,农业工程类,四川省成都市,四川省,成都市,510100
1041,671159,木材科学与工程（成都校区）,2020,609,2.0,10626,工学,林业工程类,四川省成都市,四川省,成都市,510100
1042,672130,环境生态工程（成都校区）,2020,609,2.0,10626,工学,环境科学与工程类,四川省成都市,四川省,成都市,510100
1043,673102,食品科学与工程（雅安校区）,2020,609,2.0,10626,工学,食品科学与工程类,四川省成都市,四川省,成都市,510100
1044,674075,食品质量与安全（雅安校区）,2020,609,2.0,10626,工学,食品科学与工程类,四川省成都市,四川省,成都市,510100
1045,675049,烟草（成都校区）,2020,609,2.0,10626,农学,植物生产类,四川省成都市,四川省,成都市,510100
1046,676024,水土保持与荒漠化防治（成都校区）,2020,609,2.0,10626,农学,自然保护与环境生态类,四川省成都市,四川省,成都市,510100
1047,677000,动植物检疫（成都校区）,2020,609,2.0,10626,农学,动物医学类,四川省成都市,四川省,成都市,510100
1048,677977,动植物检疫（成都校区）,2020,609,2.0,10626,农学,动物医学类,四川省成都市,四川省,成都市,510100
1049,678955,林学（成都校区）,2020,609,2.0,10626,农学,林学类,四川省成都市,四川省,成都市,510100
1050,679934,水产养殖学（成都校区）,2020,609,2.0,10626,农学,水产类,四川省成都市,四川省,成都市,510100
1051,680914,草业科学（成都校区）,2020,609,2.0,10626,农学,草学类,四川省成都市,四川省,成都市,510100
1052,681895,工程管理（都江堰校区）,2020,609,2.0,10626,管理学,管理科学与工程类,四川省成都市,四川省,成都市,510100
1053,682877,会计学（都江堰校区）,2020,609,2.0,10626,管理学,工商管理类,四川省成都市,四川省,成都市,510100
1054,683860,人力资源管理（雅安校区）,2020,609,2.0,10626,管理学,工商管理类,四川省成都市,四川省,成都市,510100
1055,684844,土地资源管理（都校区）,2020,609,2.0,10626,管理学,公共管理类,四川省成都市,四川省,成都市,510100
1056,685829,法学（雅安校区）,2020,608,2.0,10626,法学,法学类,四川省成都市,四川省,成都市,510100
1057,686815,社会工作（雅安校区）,2020,608,2.0,10626,法学,社会学类,四川省成都市,四川省,成都市,510100
1058,687802,化学生物学（雅安校区）,2020,608,2.0,10626,理学,化学类,四川省成都市,四川省,成都市,510100
1059,688790,生物技术（雅安校区）,2020,608,2.0,10626,理学,生物科学类,四川省成都市,四川省,成都市,510100
1060,689779,能源与动力工程（雅安校区）,2020,608,2.0,10626,工学,能源动力类,四川省成都市,四川省,成都市,510100
1061,690769,给排水科学与工程（都江堰校区）,2020,608,2.0,10626,工学,土木类,四川省成都市,四川省,成都市,510100
1062,691760,包装工程（雅安校区）,2020,608,2.0,10626,工学,轻工类,四川省成都市,四川省,成都市,510100
1063,692752,环境工程（成都校区）,2020,608,2.0,10626,工学,环境科学与工程类,四川省成都市,四川省,成都市,510100
1064,693745,环境科学（成都校区）,2020,608,2.0,10626,工学,环境科学与工程类,四川省成都市,四川省,成都市,510100
1065,694739,城乡规划（都江堰校区）,2020,608,2.0,10626,工学,建筑类,四川省成都市,四川省,成都市,510100
1066,695734,生物工程（雅安校区）,2020,608,2.0,10626,工学,生物工程类,四川省成都市,四川省,成都市,510100
1067,696730,种子科学与工程（成都校区）,2020,608,2.0,10626,农学,植物生产类,四川省成都市,四川省,成都市,510100
1068,697727,农业资源与环境（成都校区）,2020,608,2.0,10626,农学,自然保护与环境生态类,四川省成都市,四川省,成都市,510100
1069,698725,中草药栽培与鉴定（成都校区）,2020,608,2.0,10626,医学,中药学类,四川省成都市,四川省,成都市,510100
1070,699724,工程造价（都江堰校区）,2020,608,2.0,10626,管理学,管理科学与工程类,四川省成都市,四川省,成都市,510100
1071,700724,资产评估（都江堰校区）,2020,608,2.0,10626,管理学,工商管理类,四川省成都市,四川省,成都市,510100
1072,701725,农村区域发展（成都校区）,2020,608,2.0,10626,管理学,农业经济管理类,四川省成都市,四川省,成都市,510100
1073,702727,电子商务（都江堰校区）,2020,608,2.0,10626,管理学,电子商务类,四川省成都市,四川省,成都市,510100
1074,703730,旅游管理（都江堰校区）,2020,608,2.0,10626,管理学,旅游管理类,四川省成都市,四川省,成都市,510100
1075,704734,会展经济与管理（都江堰校区）,2020,608,2.0,10626,管理学,旅游管理类,四川省成都市,四川省,成都市,510100
1076,705739,自动化,2020,620,2.0,10488,工学,自动化类,湖北省武汉市,湖北省,武汉市,420100
1077,706745,计算机类,2020,620,2.0,10488,工学,计算机类,湖北省武汉市,湖北省,武汉市,420100
