,id,majorName,year,minScore,categoryID_id,collegeID_id,c1,c2,college_loc,provinceLoc,cityLoc,adcode,cityScore,c2code,majorScore,preRanking
156,203545,地球物理学类(地球物理与信息类),2020,631,2.0,10491,理学,地球物理学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0708'],80.0,0
157,203627,地球物理学类(菁英班),2020,633,2.0,10491,理学,地球物理学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0708'],80.0,0
158,203710,地质类,2020,629,2.0,10491,工学,地质类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0818'],96.0,0
159,203794,地质类(资源能源),2020,629,2.0,10491,工学,地质类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0818'],96.0,0
160,203879,地质学类(含国家理科基地班),2020,629,2.0,10491,理学,地质学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0709'],96.0,0
161,203965,地质学类(菁英班),2020,636,2.0,10491,理学,地质学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0709'],96.0,0
162,204052,电子信息类,2020,635,2.0,10491,工学,电子信息类,湖北省武汉市,湖北省,武汉市,420100,70.55,"['0809', '0810']",74.77295918367346,0
163,204140,工商管理类,2020,630,2.0,10491,管理学,工商管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1202'],80.0,0
164,204229,管理科学与工程类,2020,630,2.0,10491,管理学,管理科学与工程类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1201'],80.0,0
165,204319,广播电视学,2020,632,2.0,10491,文学,新闻传播学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0503'],79.54591836734694,0
166,204410,环境科学与工程类(环境地球科学类),2020,628,2.0,10491,工学,环境科学与工程类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0830'],86.0,0
167,204502,机械类,2020,628,2.0,10491,工学,机械类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0802'],73.0,0
168,204595,计算机类,2020,636,2.0,10491,工学,计算机类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0812'],83.0,0
169,204689,经济学类,2020,635,2.0,10491,经济学,经济学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0201'],79.54591836734694,0
170,204784,勘查技术与工程(勘查地球物理方向),2020,629,2.0,10491,工学,地质类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0818'],96.0,0
171,204880,数学类,2020,629,2.0,10491,理学,数学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0701'],73.0,0
172,204977,统计学,2020,629,2.0,10491,理学,统计学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0714'],70.0,0
173,205075,土木类,2020,631,2.0,10491,工学,土木类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0814'],83.0,0
174,205174,物理学,2020,632,2.0,10491,理学,物理学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0702'],70.0,0
175,205274,英语,2020,632,2.0,10491,文学,外国语言文学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0502'],73.0,0
176,205375,应用化学,2020,630,2.0,10491,理学,化学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0703'],73.0,0
177,205477,自动化类,2020,628,2.0,10491,工学,自动化类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0811'],76.0,0
178,205580,法学,2020,616,1.0,10491,法学,法学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0301'],79.54591836734694,0
179,205684,工商管理类,2020,612,1.0,10491,管理学,工商管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1202'],80.0,0
180,205789,公共管理类,2020,611,1.0,10491,管理学,公共管理类,湖北省武汉市,湖北省,武汉市,420100,70.55,['1204'],86.0,0
181,205895,广播电视学,2020,611,1.0,10491,文学,新闻传播学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0503'],79.54591836734694,0
182,206002,思想政治教育,2020,616,1.0,10491,法学,马克思主义理论类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0305'],83.0,0
183,206110,英语,2020,611,1.0,10491,文学,外国语言文学类,湖北省武汉市,湖北省,武汉市,420100,70.55,['0502'],73.0,0
184,206219,机械类(创新班),2020,667,2.0,10561,工学,机械类,广东省广州市,广东省,广州市,440100,80.36,['0802'],90.0,0
185,206329,信息工程(创新班),2020,666,2.0,10561,工学,电子信息类,广东省广州市,广东省,广州市,440100,80.36,"['0809', '0810']",84.5,0
186,206440,计算机类,2020,666,2.0,10561,工学,计算机类,广东省广州市,广东省,广州市,440100,80.36,['0812'],86.0,0
187,206552,经济学(创新班),2020,666,2.0,10561,经济学,经济学类,广东省广州市,广东省,广州市,440100,80.36,['0201'],83.81559011164275,0
188,206665,电气工程及其自动化(卓越班),2020,665,2.0,10561,工学,电气类,广东省广州市,广东省,广州市,440100,80.36,['0808'],83.0,0
189,206779,计算机科学与技术(全英创新班),2020,665,2.0,10561,工学,计算机类,广东省广州市,广东省,广州市,440100,80.36,['0812'],86.0,0
190,206894,软件工程(卓越班),2020,665,2.0,10561,工学,计算机类,广东省广州市,广东省,广州市,440100,80.36,['0812'],86.0,0
191,207010,自动化类,2020,665,2.0,10561,工学,自动化类,广东省广州市,广东省,广州市,440100,80.36,['0811'],86.0,0
192,207127,信息工程,2020,664,2.0,10561,工学,电子信息类,广东省广州市,广东省,广州市,440100,80.36,"['0809', '0810']",84.5,0
193,207245,城乡规划,2020,664,2.0,10561,工学,建筑类,广东省广州市,广东省,广州市,440100,80.36,['0813'],90.0,0
194,207364,建筑学,2020,664,2.0,10561,工学,建筑类,广东省广州市,广东省,广州市,440100,80.36,['0813'],90.0,0
195,207484,软件工程,2020,664,2.0,10561,工学,计算机类,广东省广州市,广东省,广州市,440100,80.36,['0812'],86.0,0
196,207605,数学类,2020,664,2.0,10561,理学,数学类,广东省广州市,广东省,广州市,440100,80.36,['0701'],86.0,0
197,207727,微电子科学与工程,2020,664,2.0,10561,工学,电子信息类,广东省广州市,广东省,广州市,440100,80.36,['0809'],83.0,0
198,207850,机器人工程,2020,664,2.0,10561,工学,自动化类,广东省广州市,广东省,广州市,440100,80.36,['0811'],86.0,0
199,207974,智能制造工程,2020,664,2.0,10561,工学,机械类,广东省广州市,广东省,广州市,440100,80.36,['0802'],90.0,0
